,Kingdom,Phylum,Class,Order,Family,Genus,Species 
OTU260,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Unclassified,Unclassified
OTU262,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU261,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU264,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU267,,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU263,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU265,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Unclassified,Unclassified
OTU266,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU268,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_longissima_SH192117.07FU
OTU269,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_aquamarina_SH197648.07FU
OTU270,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_variicolor_SH204057.07FU
OTU271,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Unclassified,Unclassified,Unclassified
OTU276,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU273,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomidium_gallecicum_SH195324.07FU
OTU272,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU274,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Unclassified,Unclassified,Unclassified
OTU275,Fungi,Ascomycota,Leotiomycetes,Helotiales,Unclassified,Unclassified,Unclassified
OTU277,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU280,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Unclassified
OTU278,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Unclassified
OTU279,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium_macerans_SH194015.07FU
OTU286,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Unclassified
OTU281,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU285,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Unclassified
OTU283,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU284,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU282,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU287,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces_rothmanniae_SH022485.07FU
OTU289,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU288,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Unclassified,Unclassified,Unclassified
OTU290,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Unclassified,Unclassified
OTU291,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU292,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU295,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU293,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Unclassified
OTU296,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Collarina,Collarina_aurantiaca_SH214978.07FU
OTU294,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU297,Fungi,Ascomycota,Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU298,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU300,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unclassified,Unclassified,Unclassified
OTU299,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera_alba_SH215453.07FU
OTU301,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU303,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU304,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,Staphylotrichum_coccosporum_SH195313.07FU
OTU306,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU302,Fungi,Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU305,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU307,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Unclassified,Unclassified,Unclassified
OTU308,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Operculomyces,Operculomyces_laminatus_SH210135.07FU
OTU309,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU311,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Unclassified,Unclassified,Unclassified
OTU310,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Unclassified,Unclassified,Unclassified
OTU315,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta_SH176395.07FU
OTU312,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_trifolii_SH187572.07FU
OTU313,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unclassified
OTU314,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,Unclassified
OTU316,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU317,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU318,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU319,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Unclassified
OTU320,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Unclassified,Unclassified
OTU321,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU323,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU322,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Unclassified,Unclassified
OTU325,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unclassified,Unclassified
OTU324,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU326,Fungi,Ascomycota,Leotiomycetes,Helotiales,Unclassified,Unclassified,Unclassified
OTU327,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU329,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Unclassified
OTU330,Fungi,Chytridiomycota,Chytridiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU328,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Minimedusa,Minimedusa_polyspora_SH201127.07FU
OTU332,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unclassified,Unclassified,Unclassified
OTU333,Fungi,Basidiomycota,Agaricomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU331,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU334,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU335,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU336,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius_rotalis_SH631583.07FU
OTU338,Fungi,Chytridiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU337,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum_SH207979.07FU
OTU339,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Pholiotina,Pholiotina_cyanopus_SH033066.07FU
OTU340,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU341,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Unclassified,Unclassified
OTU343,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU342,Fungi,Basidiomycota,Agaricomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU344,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Unclassified
OTU346,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Ramimonilia,Ramimonilia_apicalis_SH219835.07FU
OTU348,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU345,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Unclassified
OTU347,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Unclassified,Unclassified
OTU349,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Unclassified,Unclassified
OTU350,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Unclassified,Unclassified,Unclassified
OTU353,Fungi,Chytridiomycota,Chytridiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU352,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU351,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Testudinaceae,Unclassified,Unclassified
OTU354,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU355,Fungi,Ascomycota,Eurotiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU356,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Unclassified
OTU358,Fungi,Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU357,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_persica_SH184177.07FU
OTU360,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Unclassified,Unclassified
OTU359,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU361,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU362,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Unclassified,Unclassified,Unclassified
OTU363,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Unclassified
OTU365,Plantae,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU364,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU368,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Unclassified,Unclassified
OTU367,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Unclassified,Unclassified
OTU366,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU369,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU370,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU371,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Unclassified,Unclassified
OTU372,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Unclassified
OTU373,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU374,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Unclassified
OTU375,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Unclassified
OTU376,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU378,Fungi,Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU377,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU379,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Unclassified
OTU380,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU381,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Scleroderma_areolatum_SH182459.07FU
OTU382,Fungi,Basidiomycota,Tremellomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU385,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Unclassified
OTU384,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU383,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Unclassified
OTU386,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Unclassified
OTU387,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU388,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU390,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU389,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unclassified,Unclassified,Unclassified
OTU391,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Unclassified,Unclassified
OTU392,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU393,Fungi,Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU394,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU395,Fungi,Ascomycota,Sordariomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU397,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU396,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU398,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium_verrucaria_SH175286.07FU
OTU399,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Hypsizygus,Hypsizygus_ulmarius_SH191275.07FU
OTU400,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU401,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus_rugulosus_SH220939.07FU
OTU402,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU404,Fungi,Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU405,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,Unclassified
OTU407,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Unclassified,Unclassified,Unclassified
OTU406,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU403,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Unclassified
OTU408,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU409,Fungi,Ascomycota,Leotiomycetes,Helotiales,Unclassified,Unclassified,Unclassified
OTU410,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU411,Fungi,Ascomycota,Saccharomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU412,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU413,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Unclassified,Unclassified,Unclassified
OTU416,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU414,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Branch02,Unclassified,Unclassified,Unclassified
OTU415,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU419,Fungi,Chytridiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU418,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU421,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU417,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU420,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU422,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Coniothyrium_prosopidis_SH186599.07FU
OTU423,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Unclassified,Unclassified
OTU427,Fungi,Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU425,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Unclassified
OTU426,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Unclassified,Unclassified,Unclassified
OTU424,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU429,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Unclassified
OTU428,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Unclassified
OTU431,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Unclassified
OTU430,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Unclassified,Unclassified,Unclassified
OTU432,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU439,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU435,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU433,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unclassified,Unclassified,Unclassified
OTU434,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Unclassified,Unclassified
OTU438,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,Unclassified
OTU436,Fungi,Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU437,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU440,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Unclassified,Unclassified,Unclassified
OTU442,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiales_fam_Incertae_sedis,Mrakiella,Mrakiella_aquatica_SH202459.07FU
OTU441,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU443,,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU444,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU445,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU446,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unclassified,Unclassified,Unclassified
OTU447,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Embellisia,Embellisia_phragmospora_SH434817.07FU
OTU448,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Unclassified
OTU450,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_lactosolyticus_SH210195.07FU
OTU449,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU452,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus_biglobosus_SH200447.07FU
OTU451,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU453,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Unclassified
OTU455,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Operculomyces,Operculomyces_laminatus_SH210135.07FU
OTU454,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU456,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Unclassified
OTU461,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma_guilliermondii_SH494049.07FU
OTU457,Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU458,Fungi,Ascomycota,Leotiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
